epoch,task_id,phase,support_loss_0,support_accuracy_0,target_loss_0,target_accuracy_0
0,0,train,2.0040502548217773,0.12,1.6279399394989014,0.22666667
0,1,train,1.667102336883545,0.2,1.571642279624939,0.28
0,0,train,1.7042603492736816,0.24,1.5431013107299805,0.33333334
0,1,train,1.6074527502059937,0.24,1.5895661115646362,0.22666667
0,0,train,1.9331616163253784,0.08,1.6847137212753296,0.26666668
0,1,train,1.7906975746154785,0.2,1.5051976442337036,0.37333333
0,0,train,1.7860422134399414,0.24,1.6475934982299805,0.25333333
0,1,train,1.8294299840927124,0.28,1.3518959283828735,0.38666666
0,0,train,1.9711523056030273,0.08,1.6845779418945312,0.21333334
0,1,train,1.8908054828643799,0.2,1.688307762145996,0.24
0,0,train,1.7693090438842773,0.28,1.5826506614685059,0.30666667
0,1,train,1.8697487115859985,0.12,1.5153065919876099,0.36
0,0,train,1.7237054109573364,0.24,1.6618597507476807,0.16
0,1,train,1.9149607419967651,0.12,1.689695119857788,0.26666668
0,0,train,1.7315008640289307,0.24,1.4924248456954956,0.30666667
0,1,train,1.6695669889450073,0.2,1.6032277345657349,0.26666668
0,0,train,1.842260479927063,0.16,1.5650882720947266,0.30666667
0,1,train,1.6838182210922241,0.28,1.5511587858200073,0.32
0,0,train,1.884620189666748,0.12,1.458883285522461,0.34666666
0,1,train,1.474489450454712,0.32,1.4524189233779907,0.4
0,0,train,1.7920550107955933,0.08,1.5263153314590454,0.22666667
0,1,train,1.707735538482666,0.2,1.7003469467163086,0.21333334
0,0,train,1.729821801185608,0.16,1.6559724807739258,0.2
0,1,train,1.7376770973205566,0.28,1.5835936069488525,0.28
0,0,train,1.6841561794281006,0.12,1.5481547117233276,0.25333333
0,1,train,1.8197166919708252,0.28,1.7011767625808716,0.28
0,0,train,1.8018237352371216,0.08,1.5550261735916138,0.28
0,1,train,1.7951750755310059,0.24,1.6299793720245361,0.26666668
0,0,train,1.7264795303344727,0.24,1.6199430227279663,0.2
0,1,train,1.8219881057739258,0.08,1.7887749671936035,0.21333334
0,0,train,1.7993828058242798,0.16,1.3005516529083252,0.6,1.0437819957733154,0.72,1.5695992708206177,0.37333333
0,1,train,1.7855998277664185,0.2,1.608999252319336,0.28
0,0,train,1.7598239183425903,0.12,1.4987643957138062,0.36
0,1,train,1.7309445142745972,0.28,1.6758480072021484,0.21333334
0,0,train,1.5019586086273193,0.4,1.3822511434555054,0.42666668
0,1,train,1.845730185508728,0.08,1.500161051750183,0.33333334
0,0,train,1.744753360748291,0.2,1.6168715953826904,0.29333332
0,1,train,1.7878497838974,0.28,1.4863991737365723,0.34666666
